full_text,positive_score,negative_score,booster_score,negation_score,policy_score,confidence,suggestion,need_review,positive_words,negative_words,booster_words,negation_words,policy_words,final_label
kedua pd wajib mendukung kebijakan presiden dan pemerintah yang tepat dan sungguh bermanfaat bagi rakyat tidak waton suloyo,7.0,2.0,0,1,1,1.0,positive,False,"mendukung, kebijakan, presiden, tepat, sungguh, bermanfaat, bagi","wajib, yang",,tidak,presiden,
saya yakin pak jokowi juga akan lakukan hal yang sama mari kita dukung presiden dan pemerintah untuk laksanakan tugas penting ini sby,6.0,3.0,0,0,1,1.0,positive,False,"yakin, sama, mari, dukung, presiden, penting","saya, yang, tugas",,,presiden,
presiden dan ibu ani kunjungan kerja ke bengkulu slm hr untuk tinjau infrastruktur pelabuhan program bpjs dan hadiri hari pers nasional,2.0,1.0,0,0,2,0.6757,positive,False,"presiden, kerja",pelabuhan,,,"presiden, bpjs",
perlu sinergi dan kerjasama antara pemerintah pusat pemerintah daerah dan bpjs kesehatan agar layanan baik dan merata sby,7.0,1.0,0,0,1,1.0,positive,False,"perlu, kerjasama, pusat, kesehatan, layanan, baik, merata",agar,,,bpjs,
ketiga pd wajib mengkritisi dan menolak kebijakan presiden dan pemerintah yang tidak tepat dan nyata nyata tidak pro rakyat,4.0,5.0,0,2,1,0.6984,negative,False,"kebijakan, presiden, nyata, nyata","wajib, menolak, yang, tepat, pro",,"tidak, tidak",presiden,
saya setuju bhw subsidi yang tidak tepat harus kita pangkas karenanya harga bbm saya naikkan th juga tarif listrik dan gas di th sby,4.0,6.0,0,1,2,0.8742,negative,False,"setuju, subsidi, harga, naikkan","saya, yang, tepat, harus, saya, gas",,tidak,"subsidi, bbm",
yang paling untung harga bbm naik siapa ya yang punya pom bensin asing akhirnya investasinya maknyus harga minyaknya sekarang bersaing,7.5,4.5,1,0,1,1.0,positive,False,"untung, harga, naik, siapa, ya, punya, harga","yang, yang, asing, bersaing",paling,,bbm,
saya ingat betul perdebatan perumusan pasal ini dpr ketika saya mewakili pemerintah membahas ruu kepolisian,3.0,5.0,0,0,1,0.9033,negative,False,"ingat, betul, membahas","saya, perdebatan, pasal, saya, mewakili",,,dpr,
potong subsidi buat gst konon bantu negara hadapi defisit bila kita usul potong belanja menteri bn koyak usul dan halang bahas,7.0,5.0,0,0,3,0.9529,positive,False,"subsidi, buat, bantu, usul, belanja, usul, bahas","potong, defisit, potong, koyak, halang",,,"subsidi, negara, menteri",
saya sarankan kpd pemerintah drpd pusing berhemat buat saja rupiah jadi rp dolar langsung enak,5.0,3.0,0,0,1,0.9033,positive,False,"sarankan, buat, jadi, langsung, enak","saya, pusing, saja",,,rupiah,
kamu kok tidak ngebales bbm aku sih aku bunuh diri nih lalu ganti nama jadi titik lalu nyilet tangan tapi update dulu drama _,7.0,4.0,0,1,1,1.0,positive,False,"aku, aku, lalu, ganti, jadi, lalu, tangan","bunuh, diri, titik, drama",,tidak,bbm,
malam ini masih bersama para menteri kabinet kerja di kantor wapres,3.0,2.0,0,0,2,0.7536,positive,False,"bersama, para, kerja","malam, kabinet",,,"menteri, kabinet",
familiar maujual jaket consina imja tse rp k bbm d wa,1.0,0.0,0,0,1,0.6427,positive,True,familiar,,,,bbm,
jl gatot subroto depan gedung dpr mpr ri mulai dialihkan karena ada kegiatan unras,3.0,1.0,0,0,2,0.8614,positive,False,"mulai, ada, kegiatan",karena,,,"dpr, mpr",
bbm for android installnya susah sekali _,0.5,2.5,1,0,1,0.925,negative,False,,"susah, sekali",sekali,,bbm,
hiatus dulu sejenak kamu mau bayarin asik rt bertualang lagi yok bali sumbawa flores d tiket ka subsidi lg ni rt,4.0,2.0,0,0,1,0.8414,positive,False,"sejenak, mau, asik, subsidi","hiatus, lagi",,,subsidi,
huahahaha presiden jokowi naikkan harga bbm ketika harga minyak dunia sedang turun gejala apa nih ya,7.0,2.0,0,0,2,1.0,positive,False,"presiden, naikkan, harga, harga, dunia, turun, ya","gejala, apa",,,"presiden, bbm",
bahwa sesungguhnya menteri yang berkata menurut instruksi bpk presiden lbh mulia dibanding menteri yang berkata presiden msh petugas partai,5.0,4.0,0,0,4,0.7984,positive,False,"sesungguhnya, menurut, presiden, mulia, presiden","yang, instruksi, yang, petugas",,,"menteri, presiden, menteri, presiden",
jokowi minta agar pajak kendaraan pribadi dinaikan,1.0,2.0,0,0,1,0.7271,negative,False,minta,"agar, pajak",,,pajak,
ini perasaanku doang atau hampir semua aplikasi ganti desain jadi minimalis mulai dari windows twitter line bbm instagram dll,5.0,4.0,0,0,1,0.7384,positive,False,"doang, ganti, desain, jadi, mulai","hampir, semua, aplikasi, dari",,,bbm,
sidang paripurna dpr dpd ri presiden sampaikan pidato kenegaraan ttg transformasi indonesia setelah th merdeka,3.0,0.0,0,0,2,0.99,positive,False,"sidang, paripurna, presiden",,,,"dpr, presiden",
presiden sby pemberantasan korupsi hrs dilanjutkan scr intensif dan agresif mari jadikan tugas bersama selamat hari anti korupsi sedunia,5.0,5.0,0,0,3,0.6416,neutral,True,"presiden, intensif, mari, bersama, selamat","korupsi, agresif, tugas, anti, korupsi",,,"presiden, korupsi, korupsi",
presiden sby kemajuan sebuah bangsa adalah hasil persatuan dan kerja keras seluruh rakyat bukan kerja pemerintah belaka,4.0,3.0,0,1,1,0.7029,positive,False,"presiden, kemajuan, hasil, kerja","keras, kerja, belaka",,bukan,presiden,
presiden luncurkan beasiswa presiden ri di istana negara diberikan pd wni untuk menempuh s dan s di sejumlah perguruan tinggi terbaik dunia,6.0,0.0,0,0,3,1.0,positive,False,"presiden, presiden, diberikan, tinggi, terbaik, dunia",,,,"presiden, presiden, negara",
terakhir presiden sby akan ke jepang untuk tuntaskan tugas peningkatan kerjasama jepang ri dan buka jalan kerjasama untuk pemerintah mendatang,5.0,2.0,0,0,1,1.0,positive,False,"presiden, peningkatan, kerjasama, buka, kerjasama","tugas, mendatang",,,presiden,
selamat untuk presiden ri bapak jokowi dan wapres ri yang telah mengumumkan kabinet kerjanya mari kita dukung terus,5.0,2.0,0,0,2,1.0,positive,False,"selamat, presiden, mengumumkan, mari, dukung","yang, kabinet",,,"presiden, kabinet",
transisi harus terus dijalankan jadi kewajiban moral saya dan pemerintah untuk bantu presiden terpilih agar lebih siap emban tugas dan tantangan,6.5,6.5,1,0,1,0.6548,neutral,False,"jadi, moral, bantu, presiden, lebih, siap","harus, kewajiban, saya, agar, tugas, tantangan",lebih,,presiden,
karena fakta inilah saya termasuk pendukung tarik subsidi dari pemilik mobil via pajak agar yang miskin tidak terdampak,5.0,9.0,0,1,2,1.0,negative,False,"pendukung, tarik, subsidi, pemilik, mobil","karena, fakta, saya, termasuk, dari, pajak, agar, yang, miskin",,tidak,"subsidi, pajak",
dulu logika pemerintah naikin bbm karena harga minyak dunia naik harganya turun tetep saja dinaikin alasan lagi udah niat itu mah,4.0,5.0,0,0,1,0.7271,negative,False,"harga, dunia, naik, turun","karena, saja, alasan, lagi, itu",,,bbm,
tidak lagi di subsidi tapi pemerintah masih tentukan harga bensin,3.0,0.0,0,1,1,0.975,positive,False,"lagi, subsidi, harga",,,tidak,subsidi,
berikut rute pengalihan arus akibat demo,3.0,1.0,0,0,0,0.9167,positive,False,"berikut, rute, akibat",demo,,,,
ada demo serikat pekerja tki di bundaran hi lalulintas padat merayap via,4.0,2.0,0,0,0,0.875,positive,False,"ada, pekerja, hi, padat","demo, merayap",,,,
pemilik windows phone sekarang sudah bisa menggunakan bbm jkttekno,2.0,0.0,0,0,1,0.8256,positive,False,"pemilik, sudah",,,,bbm,
ini usulan nama nama menteri untuk kabinet jokowi jk,0.0,1.0,0,0,2,0.6678,negative,False,,kabinet,,,"menteri, kabinet",
desain materai oleh dirjen pajak jktnews,1.0,1.0,0,0,1,0.5533,neutral,True,desain,pajak,,,pajak,
penghasilan pengemis di jakarta capai ratusan ribu rupiah per hari,1.0,1.0,0,0,1,0.52,neutral,True,capai,pengemis,,,rupiah,
jktdemo jktlivereport rt macet ada demo di bundaran hi,2.0,1.0,0,0,0,0.6833,positive,False,"ada, hi",demo,,,,
fitur find friend bbm android tidak lagi memerlukan pin jkttekno,1.0,0.0,0,1,1,0.625,positive,True,lagi,,,tidak,bbm,
fak ayo beli tempat aku pulang tidak jual di kfc ato pom bensin ini cara pemesanannya thanks,4.0,3.0,0,1,0,0.6829,positive,False,"ayo, beli, aku, thanks","tempat, jual, cara",,tidak,,
fitur andalan yang ditawarkan bbm untuk android dan iphone,0.0,1.0,0,0,1,0.6478,negative,True,,yang,,,bbm,
presiden beri dukungan dan apresiasi pd jajaran kemenkeu dan dirjen pajak yang gunakan metodologi e filing untuk memudahkan wajib pajak,5.0,4.0,0,0,3,0.7725,positive,False,"presiden, beri, dukungan, apresiasi, memudahkan","pajak, yang, wajib, pajak",,,"presiden, pajak, pajak",
diisukan bhw mpr tidak akan melantik presiden terpilih dengan cara dibuat tidak kuorum jadi tidak memenuhi syarat sby,3.0,2.0,0,3,2,0.6494,positive,True,"melantik, presiden, jadi","cara, memenuhi",,"tidak, tidak, tidak","mpr, presiden",
jk ada hal yang tidak berkenan ini adl tugas negara semua untuk rakyat saya mohon maaf saya harap pemerintah nanti makin maju ujar presiden,7.5,8.5,1,1,2,0.8167,negative,False,"ada, mohon, maaf, harap, makin, maju, presiden","yang, berkenan, tugas, semua, saya, saya, nanti, ujar",makin,tidak,"negara, presiden",
presiden dianugerahi tanda jasa first class order of temasek oleh pemerintah singapura karena berkontribusi majukan hub bilateral kedua negara,3.0,1.0,0,0,2,0.8426,positive,False,"presiden, tanda, jasa",karena,,,"presiden, negara",
presiden sby korupsi diberantas untuk selamatkan masa depan kita termasuk selamatkan pembangunan ekonomi nasional,1.0,2.0,0,0,3,0.7136,negative,False,presiden,"korupsi, termasuk",,,"presiden, korupsi, ekonomi",
didampingi wapres boediono presiden sby memimpin rapat untuk memperbaiki uu pemerintah daerah yang lebih tepat dan efektif,7.5,1.5,1,0,1,1.0,positive,False,"presiden, memimpin, rapat, memperbaiki, lebih, tepat, efektif",yang,lebih,,presiden,
presiden sby sy perintahkan menko kesra menkes men bumn dan dirut pt askes untuk sukseskan operasionalisasi bpjs kesehatan pd januari,2.0,0.0,0,0,2,0.815,positive,False,"presiden, kesehatan",,,,"presiden, bpjs",
pd bersedia bersama di dpr dan mpr jika kmp mendukung perpu pilkada langsung dengan perbaikan yang akan saya terbitkan sby,5.0,2.0,0,0,2,1.0,positive,False,"bersedia, bersama, mendukung, langsung, perbaikan","yang, saya",,,"dpr, mpr",
sekitar pkl saya terima lembar kesepakatan untuk kebersamaan di dpr dan mpr dukung perpu pilkada langsung dengan perbaikan sby,6.0,1.0,0,0,2,1.0,positive,False,"terima, kesepakatan, kebersamaan, dukung, langsung, perbaikan",saya,,,"dpr, mpr",
presiden sby mempelajari kembali surat balasan dari pm abbot untuk bahan rapat kabinet terbatas pk sore ini,4.0,4.0,0,0,2,0.6076,neutral,True,"presiden, balasan, rapat, terbatas","kembali, dari, bahan, kabinet",,,"presiden, kabinet",
tgl oktober setelah menghadiri pelantikan anggota dpr dpd dan mpr pak jk sahabat saya temui saya di gedung dpr sby,1.0,4.0,0,0,3,1.0,negative,False,sahabat,"pelantikan, anggota, saya, saya",,,"dpr, mpr, dpr",
presiden sby kpd para pengungsi masyarakat dimohon sabar pemerintah akan beri pelayanan baik rumah rusak akan kita bantu,9.0,0.0,0,0,1,1.0,positive,False,"presiden, para, sabar, beri, pelayanan, baik, rumah, rusak, bantu",,,,presiden,
untuk tingkatkan daya tahan ekonomi presiden dan anggota kabinet bahas tata kelola ekonomi indonesia di istana cipanas,4.0,2.0,0,0,4,0.9182,positive,False,"tahan, presiden, bahas, tata","anggota, kabinet",,,"ekonomi, presiden, kabinet, ekonomi",
usai hadiri sidang mpr nantinya presiden sby akan sambut presiden baru di istana dan terima penghormatan bagi incoming dan outgoing leader,8.0,0.0,0,0,3,1.0,positive,False,"usai, sidang, presiden, sambut, presiden, terima, penghormatan, bagi",,,,"mpr, presiden, presiden",
dalam rapat terbatas kabinet presiden sby jelaskan kebijakan dan instruksi presiden berkaitan dg transisi kepemimpinan ke presiden terpilih,8.0,2.0,0,0,4,1.0,positive,False,"dalam, rapat, terbatas, presiden, kebijakan, presiden, berkaitan, presiden","kabinet, instruksi",,,"kabinet, presiden, presiden, presiden",
saya mengalah dan berpidato di istana negara ada yang bilang mpr ditekan oleh pihak tertentu untuk tidak membolehkan presiden berpidato sby,2.0,4.0,0,1,3,0.8614,negative,False,"ada, presiden","saya, mengalah, yang, pihak",,tidak,"negara, mpr, presiden",
siapkan tindakan proaktif hari minggu sore presiden sby memimpin rapat kabinet menanggapi isu gerakan negara islam irak dan suriah isis,8.0,2.0,0,0,3,1.0,positive,False,"tindakan, proaktif, presiden, memimpin, rapat, menanggapi, gerakan, islam","kabinet, isu",,,"presiden, kabinet, negara",
pd ktt kemitraan pemerintah terbuka ogp presiden sby beri sambutan pembuka dilanjutkan presiden obama dan presiden meksiko enrique p nieto,6.0,0.0,0,0,3,1.0,positive,False,"terbuka, presiden, beri, sambutan, presiden, presiden",,,,"presiden, presiden, presiden",
presiden sby pimpin sidang kabinet paripurna bahas pengelolaan ekonomi bantuan bencana dan kesiapan pemilu,5.0,2.0,0,0,3,1.0,positive,False,"presiden, sidang, paripurna, bahas, bantuan","kabinet, bencana",,,"presiden, kabinet, ekonomi",
disaat harga minyak dunia turun smoga presiden jokowi saat diluarnegri dapat masukn penting unt tak naikkn harga bbmdansubsidi tepat sasaran,8.0,0.0,0,1,1,1.0,positive,False,"harga, dunia, turun, presiden, dapat, penting, harga, tepat",,,tak,presiden,
presiden terus ikuti pergerakan rupiah langkah pemulihan ekonomi dievaluasi agar daya tahan ekonomi makin kuat,6.5,1.5,1,0,4,1.0,positive,False,"presiden, langkah, pemulihan, tahan, makin, kuat",agar,makin,,"presiden, rupiah, ekonomi, ekonomi",
presiden sby memimpin rapat terbatas kabinet bidang perekonomian dan membahas sejumlah isu publik yang tengah berkembang,7.0,3.0,0,0,2,1.0,positive,False,"presiden, memimpin, rapat, terbatas, membahas, tengah, berkembang","kabinet, isu, yang",,,"presiden, kabinet",
desember saya tandatangani amanat presiden tugaskan mendagri dan menkum ham untuk bahas ruu tsb bersama dpr ri sby,3.0,1.0,0,0,2,0.8456,positive,False,"presiden, bahas, bersama",saya,,,"presiden, dpr",
presiden sby rehat sejenak bersama para menteri di tenda penginapan saat meninjau pengungsi di paroki sinabung,5.0,0.0,0,0,2,1.0,positive,False,"presiden, sejenak, bersama, para, penginapan",,,,"presiden, menteri",
meski kenaikan harga ini kewenangan pertamina dan tidak hrs lapor presiden sy anggap pemerintah perlu tangani karena menyangkut rakyat bnyk sby,4.0,2.0,0,1,1,0.8214,positive,False,"harga, lapor, presiden, perlu","meski, karena",,tidak,presiden,
presiden sby pimpin rapat bahas persiapan dan kesiapan badan penyelenggaraan jaminan sosial bpjs di istana bogor,6.0,1.0,0,0,3,1.0,positive,False,"presiden, rapat, bahas, persiapan, jaminan, sosial",badan,,,"presiden, sosial, bpjs",
presiden sby lantik lukman hakim saifuddin sbg menteri agama gantikan suryadharma ali di istana negara pagi ini,3.0,1.0,0,0,3,0.8688,positive,False,"presiden, lantik, pagi",agama,,,"presiden, menteri, negara",
implementasi bpjs akan membuat pembangunan yang dilakukan pemerintah menjadi lebih adil bagi saudara yang kurang mampu,5.5,4.5,1,0,1,0.8063,positive,False,"membuat, lebih, adil, bagi, mampu","implementasi, yang, yang, kurang",lebih,,bpjs,
presiden dapat antrian nomor saat tinjau bpjs di rsud sumedang kita tingkatkan terus layanan kesehatan bg rakyat,4.0,0.0,0,0,2,1.0,positive,False,"presiden, dapat, layanan, kesehatan",,,,"presiden, bpjs",
presiden sby juga instruksikan menteri pu untuk melakukan pelebaran jalan untuk akses masuk situs londa agar semakin banyak wisatawan yang datang,4.5,4.5,1,0,2,0.6271,neutral,True,"presiden, akses, semakin, banyak","masuk, agar, yang, datang",semakin,,"presiden, menteri",
siang ini presiden sby menerima menteri agama suryadharma ali di istana bogor,2.0,1.0,0,0,2,0.7025,positive,False,"presiden, menerima",agama,,,"presiden, menteri",
presiden sby sampaikan elemen penting kebijakan indonesia yaitu kerjasama multilateral aksi nyata pemerintah,6.0,0.0,0,0,1,1.0,positive,False,"presiden, penting, kebijakan, kerjasama, aksi, nyata",,,,presiden,
presiden sby pemerintah akan perbaiki rumah sekolah dan layanan kesehatan serta mata pencaharian masyarakat yang rusak akibat bencana,8.0,3.0,0,0,1,1.0,positive,False,"presiden, rumah, sekolah, layanan, kesehatan, serta, rusak, akibat","mata, yang, bencana",,,presiden,
pasal uud presiden wapres bersumpah atau berjanji dg sungguh dihadapan mpr atau dpr mpr tak perlu kuorum sbynegarawan,3.0,2.0,0,1,4,0.7294,positive,False,"presiden, berjanji, sungguh","pasal, perlu",,tak,"presiden, mpr, dpr, mpr",
seperti apa presiden baru dan dpr baru nanti membahas perpu tsb kita tunggu saja demikian twt saya salam yang mau kutip silahkan,6.0,5.0,0,0,2,0.765,positive,False,"seperti, presiden, membahas, tunggu, mau, silahkan","apa, nanti, saja, saya, yang",,,"presiden, dpr",
kampus mana tuh yang demo depan dpr mpr keren gituu dong kritis punya empati thd bangsa jgn nunggu twitter ditutup baru demo,4.0,4.0,0,0,3,0.6009,neutral,True,"keren, punya, empati, nunggu","yang, demo, kritis, demo",,,"kampus, dpr, mpr",
sby uu itu harus mencerminkan rakyat bukan maunya dpr dan presiden,2.0,2.0,0,1,2,0.5609,neutral,True,"maunya, presiden","itu, harus",,bukan,"dpr, presiden",
kabinet lulus peruntukan rm juta hari ini untuk aktiviti kawalan denggi bagi tempoh bulan akan datang menteri kesihatan,4.0,3.0,0,0,2,0.7372,positive,False,"lulus, juta, bagi, tempoh","kabinet, bulan, datang",,,"kabinet, menteri",
jokowi sah jadi presiden ri ihsg dan rupiah kompak menguat,4.0,0.0,0,0,2,1.0,positive,False,"sah, jadi, presiden, kompak",,,,"presiden, rupiah",
jalan stop tidak gerak ad presiden k cipanas jdi macet parah jktlalin,2.0,1.0,0,1,1,0.6625,positive,False,"stop, presiden",parah,,tidak,presiden,
presiden dialog dg petani garam di sumenep tanggapi keluhan mrk pemerintah akan ambil langkah kongkrit untuk bantu,4.0,2.0,0,0,1,0.8582,positive,False,"presiden, dialog, langkah, bantu","keluhan, ambil",,,presiden,
presiden dulu jamkesmas skr bpjs ini amanat undang undang shg hrs dilaksanakan dengan sebaik baiknya kesehatan masyarakat adl yang terpenting,6.0,1.0,0,0,2,1.0,positive,False,"presiden, undang, undang, baiknya, kesehatan, terpenting",yang,,,"presiden, bpjs",
pemimpin masa depan hrs dipersiapkan dengan baik presiden berharap program beasiswa ini bisa mempersiapkan pemimpin pada th mendatang,4.0,2.0,0,0,1,0.8533,positive,False,"baik, presiden, berharap, mempersiapkan","pada, mendatang",,,presiden,
di blitar presiden apresiasi masy yang berhasil cegah korban erupsi karena kesigapan dan kerjasama masy dan pemerintah semua bs slmt terimakasih,6.0,4.0,0,0,1,0.889,positive,False,"presiden, apresiasi, berhasil, cegah, kerjasama, terimakasih","yang, korban, karena, semua",,,presiden,
kpd petugas puskesmas pucang sewu surabaya presiden pesan masy hrs dilayani dg baik karena sudah memiliki program bpjs,4.0,2.0,0,0,2,0.8733,positive,False,"presiden, pesan, baik, sudah","petugas, karena",,,"presiden, bpjs",
presiden sby dan ibu ani melayat alm kartini idris istri mantan menteri perindustrian fahmi idris di rumah duka,3.0,1.0,0,0,2,0.8456,positive,False,"presiden, rumah, duka",mantan,,,"presiden, menteri",
menteri di kabinet jokowi nantinya harus yang sejalan dengan revolusi mental,0.0,3.0,0,0,2,1.0,negative,False,,"kabinet, harus, yang",,,"menteri, kabinet",
hari ini jam bbm mulai bisa didownload di android dan nanti pukul di ios,2.0,1.0,0,0,1,0.6736,positive,False,"mulai, pukul",nanti,,,bbm,
thank god i left bb long time ago and stay with android bbm akan jadi aplikasi gratis untuk android dan iphone,3.0,1.0,0,0,1,0.8176,positive,False,"thank, jadi, gratis",aplikasi,,,bbm,
ahok merasa pemerintah pusat tak mendukung transportasi umum dengan memberikan pajak bus transjakarta impor,2.0,3.0,0,1,1,0.6893,negative,False,"pusat, umum","merasa, mendukung, pajak",,tak,pajak,
satu lagi cara pemerintah cegah pemilik mobil murah pakai bbm subsidi via,6.0,2.0,0,0,2,1.0,positive,False,"satu, cegah, pemilik, mobil, murah, subsidi","lagi, cara",,,"bbm, subsidi",
yang lagi di jalan dan melihat rombongan demo saling update yuk daerah mana saja yang harus dihindari jktdemo jktlalin,2.0,7.0,0,0,0,1.0,negative,False,"melihat, yuk","yang, lagi, rombongan, demo, saja, yang, harus",,,,
doa pengusaha semoga presiden baru berani hapus bbm subsidi via,4.0,1.0,0,0,3,1.0,positive,False,"doa, presiden, berani, subsidi",hapus,,,"presiden, bbm, subsidi",
psl bhw tarif parkir sudah termasuk pajak parkirdanjaminan kehilangandankerusakan kendaraan di tmpt parkir parkirdki,3.0,2.0,0,0,1,0.7093,positive,False,"parkir, sudah, parkir","termasuk, pajak",,,pajak,
pic please rt ada demo fpi di depan kementrian pertahanan dan keamanan tidak tau juga demo apaan jktlalin,2.0,4.0,0,1,0,0.8133,negative,False,"ada, tau","please, demo, demo, apaan",,tidak,,
ribu buruh yang tergabung dalam fspmi akan melakukan aksi demo mulai pukul wib di mulai dari bundaran hi via liputan jktdemo,7.0,3.0,0,0,0,1.0,positive,False,"dalam, aksi, mulai, pukul, mulai, hi, liputan","yang, demo, dari",,,,
pin bbm tidak diperlukan lagi untuk menambah teman di ponsel android jkttekno,1.0,1.0,0,1,1,0.4917,neutral,True,menambah,lagi,,tidak,bbm,
blackberry tutup layanan bbm music sharing pada juni,3.0,2.0,0,0,1,0.7762,positive,False,"layanan, music, sharing","tutup, pada",,,bbm,
ahok usahakan ada subsidi tarif angkutan untuk pelajar,3.0,0.0,0,0,1,1.0,positive,False,"ada, subsidi, pelajar",,,,subsidi,
pd pihak keluarga presiden tegaskan pemerintah terus berusaha keras mohonkan pengampunan dari pihak keluarga korban,5.0,5.0,0,0,1,0.6367,neutral,True,"keluarga, presiden, berusaha, pengampunan, keluarga","pihak, keras, dari, pihak, korban",,,presiden,
presiden sby tegaskan sama sekali tidak kenal bunda putri spt yang dituduhkan apalagi pernah mengajaknya bicara soal reshuffle kabinet,3.5,5.5,1,1,2,0.9184,negative,False,"presiden, sama, bunda","sekali, kenal, yang, soal, kabinet",sekali,tidak,"presiden, kabinet",
kalau dalam waktu hari ini pemda riau dan para menteri tidak bisa mengatasi kepemimpinan dan pengendalian akan saya ambil alih sby,3.0,3.0,0,1,1,0.5214,neutral,True,"dalam, para, mengatasi","kalau, saya, ambil",,tidak,menteri,
meskipun uud beri kewenangan kepada presiden dpr dan ma untuk tetapkan hakim konstitusi prosesnya mesti akuntabel dan transparan sby,3.0,2.0,0,0,2,0.7058,positive,False,"beri, presiden, transparan","meskipun, mesti",,,"presiden, dpr",
dirjen wto berharap presiden sby dapat ulang sukses pertemuan perubahan iklim pd konferensi tk menteri wto ini,7.0,1.0,0,0,2,1.0,positive,False,"berharap, presiden, dapat, sukses, pertemuan, perubahan, konferensi",ulang,,,"presiden, menteri",
presiden bersama panglima tni ksad ksal dan ksau saksikan demo fly pass pesawat tni au pd upacara hut tni td pagi,4.0,2.0,0,0,1,0.8414,positive,False,"presiden, bersama, panglima, pagi","demo, pesawat",,,presiden,
pagi ini presiden sby buka rapat kerja nasional pemantapan pemilu anggota dpr dpd dan dprd th,6.0,1.0,0,0,2,1.0,positive,False,"pagi, presiden, buka, rapat, kerja, pemantapan",anggota,,,"presiden, dpr",
presiden resmikan pembukaan rapat kerja nasional ii dan seminar nasional asosiasi pemerintah desa seluruh indonesia,4.0,0.0,0,0,1,1.0,positive,False,"presiden, rapat, kerja, asosiasi",,,,presiden,
sesuai dg kemampuan pemerintah selain infrastruktur dan alat medis insentif bg dokter dan tenaga medis ditingkatkan bertahap kata presiden,6.0,1.0,0,0,1,1.0,positive,False,"sesuai, kemampuan, insentif, tenaga, ditingkatkan, presiden",kata,,,presiden,
presiden dan ibu ani silaturahmi dg mahasiswa berprestasi penerima beasiswa bidikmisi angkatan di jakarta,2.0,1.0,0,0,2,0.6936,positive,False,"presiden, penerima",angkatan,,,"presiden, mahasiswa",
kemarin presiden sby menteri terkait para gubernur dunia usaha sepakati aksi untuk tingkatkan produksi dan komoditas pangan,5.0,1.0,0,0,2,1.0,positive,False,"presiden, para, dunia, usaha, aksi",terkait,,,"presiden, menteri",
presiden tugas dan tantangan bpk dan pemerintah makin besar karena ekonomi tumbuh mari pastikan uang negara rupiahpun dapat dipertanggungjawabkan,6.5,3.5,1,0,3,1.0,positive,False,"presiden, makin, besar, mari, pastikan, dapat","tugas, tantangan, karena",makin,,"presiden, ekonomi, negara",
presiden sby saya tegaskan utusan presiden adalah pejabat resmi pemerintah di luar itu jangan percayai,3.0,3.0,0,1,2,0.57,neutral,True,"presiden, presiden, resmi","saya, pejabat, itu",,jangan,"presiden, presiden",
pagi ini presiden berikan pernyataan pers penangkapan ketua mk oleh kpk dan apresiasi gerak cepat kpk berantas korupsi,4.0,2.0,0,0,2,0.8733,positive,False,"pagi, presiden, apresiasi, cepat","penangkapan, korupsi",,,"presiden, korupsi",
presiden telp mendag beri arahan agar konf tk menteri wto di bali dapat capai kesepakatan seperti yang direncanakan,6.0,3.0,0,0,2,1.0,positive,False,"presiden, beri, dapat, capai, kesepakatan, seperti","arahan, agar, yang",,,"presiden, menteri",
presiden sby pimpin agenda rapat terbatas hari ini terkait rencana kerja pemerintah dan apbn dan modernisasi kepolisian ri,5.0,1.0,0,0,2,1.0,positive,False,"presiden, rapat, terbatas, rencana, kerja",terkait,,,"presiden, apbn",
berdasarkan instruksi presiden th hingga saat ini tlh ditertibkan rekening pemerintah dan rekening liar ditutup,1.0,3.0,0,0,1,0.8367,negative,False,presiden,"berdasarkan, instruksi, liar",,,presiden,
kalau pemilu gagal terjadilah kevakuman kekuasaan dpr dpd mpr presiden wapres kosong negara ibarat kapal tanpa nakhoda,1.0,5.0,0,0,4,1.0,negative,False,presiden,"kalau, gagal, kosong, kapal, tanpa",,,"dpr, mpr, presiden, negara",
presiden sby dorong ruu ttg desa agar segera disetujui ruu ini merupakan inisiatif pemerintah yang penting untuk negara kita,3.0,2.0,0,0,2,0.7058,positive,False,"presiden, segera, penting","agar, yang",,,"presiden, negara",
demo buruh di sepanjang jl hr rasuna said puluhan bus yang mengantar buruh membuat macet jalan jktlalin,1.0,2.0,0,0,0,0.6441,negative,True,membuat,"demo, yang",,,,
beasiswa ppa bbm d s ui untuk yang tidak merokok d,1.0,1.0,0,1,1,0.4955,neutral,True,merokok,yang,,tidak,bbm,
bisnis presiden minta menteri antisipasi demo tangerang,4.0,1.0,0,0,2,1.0,positive,False,"bisnis, presiden, minta, antisipasi",demo,,,"presiden, menteri",
putar otak rt pemerintah putar otak tekan subsidi bbm tahun depan via,4.0,0.0,0,0,2,1.0,positive,False,"otak, otak, tekan, subsidi",,,,"subsidi, bbm",
wartawan pak esbeye knpa anda putus sma megawati o_o siapa yang pcaran trus knpa megawati statusnya mntan presiden jktketawa,3.0,2.0,0,0,1,0.6825,positive,False,"putus, siapa, presiden","anda, yang",,,presiden,
selamat sore yuk yang ngaku musisi solo band jkt silahkan kirim link demo kalian di jktmusic,6.0,2.0,0,0,0,1.0,positive,False,"selamat, yuk, ngaku, solo, silahkan, kirim","yang, demo",,,,
share jktlalin yuk daerah mana saja yang masih macet akibat imbas demo tadi,2.0,4.0,0,0,0,0.8654,negative,False,"yuk, akibat","saja, yang, imbas, demo",,,,
